"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"TRINITY_DN1150_c0_g1"	329.833983093563	-0.864284387281424	0.10943593090811	-7.89762905208104	2.84258632864673e-15	2.1779816377237e-14
"TRINITY_DN1151_c0_g1"	1.38012079537934	-3.38806255555883	3.40493533783776	-0.995044610071907	0.319714568227258	NA
"TRINITY_DN1153_c0_g1"	114.569328504694	-1.01814369252266	0.168947798053336	-6.02638036277476	1.67672322264456e-09	8.70360146105571e-09
"TRINITY_DN1154_c0_g1"	26.0284263304849	-1.05517593682884	0.513261894029961	-2.05582364306056	0.0397995182183867	0.071079901217342
"TRINITY_DN1155_c0_g1"	165.372408367686	-0.357846485706121	0.169134736476769	-2.11574803118739	0.034366243159961	0.0625781967498538
"TRINITY_DN1156_c0_g1"	179.624018013898	-0.0630172888546238	0.139570785104818	-0.451507733565428	0.65162365250631	0.73300923689709
"TRINITY_DN1157_c0_g1"	110.534997770167	0.146221207987197	0.186939384240672	0.782185137610956	0.434105777691108	0.530205530004407
"TRINITY_DN1158_c0_g1"	138.239526088957	2.3427918670007	0.16267517346699	14.4016558708395	5.05184878689301e-47	1.15470829414697e-45
"TRINITY_DN1159_c0_g1"	8.56785581811794	-2.0344945201282	0.856578062005873	-2.37514198690073	0.0175422007325395	0.0346198338418337
"TRINITY_DN1160_c0_g1"	631.881817722092	1.0831214890077	0.173905697075249	6.22821165277312	4.71789430351652e-10	2.57296691840901e-09
"TRINITY_DN1161_c0_g1"	5.65997361415187	-1.79372263352845	1.60145684489868	-1.12005680280566	0.262689557004764	0.345260012105802
"TRINITY_DN1162_c0_g1"	10.4890413754946	0.687862253893749	0.670114460876861	1.02648471873546	0.304663162988847	0.391673781557209
"TRINITY_DN1163_c0_g1"	72.5894272803332	0.688196960429275	0.242130882777776	2.84225189506657	0.00447960825684618	0.0102197814708506
"TRINITY_DN1164_c0_g1"	17.5783649646602	-1.01148417922557	0.562063152051287	-1.79959169273789	0.071925133767713	0.118066604615679
"TRINITY_DN1165_c0_g1"	136.21263212532	-0.802434781406003	0.20162647441094	-3.97980862260449	6.8970768737152e-05	0.00021769711745292
"TRINITY_DN1166_c0_g1"	147.908662726814	0.082400041936518	0.138377455725887	0.595473023436308	0.551527326188471	0.642509963485294
"TRINITY_DN1168_c0_g1"	129.886460647161	0.0368204884690937	0.151767496763991	0.242611160190328	0.808306634901562	0.862579822244996
"TRINITY_DN1169_c0_g1"	172.034999661964	-0.372607346639483	0.134047301397072	-2.77967062936801	0.00544140582988682	0.0122067000884884
"TRINITY_DN1171_c0_g1"	4.2821000959565	-3.9703528688656	1.73717824806968	-2.28551841083515	0.022282448142149	0.04291609767863
"TRINITY_DN1173_c0_g1"	129.689615395201	0.207332552844781	0.153222273124124	1.35314891639039	0.176008061040295	0.249637296847662
"TRINITY_DN1174_c0_g1"	168.747764621144	0.112107902580254	0.133193623548312	0.84169121309017	0.399960817953801	0.494440824830969
"TRINITY_DN1175_c0_g1"	204.113093296878	-0.110250122294271	0.138803065435935	-0.794291696282147	0.427025637004801	0.523069531699565
"TRINITY_DN1176_c0_g1"	67.5161524716483	-0.727213955119686	0.235732576537224	-3.08491073148244	0.00203613255668598	0.00496818170368771
"TRINITY_DN1177_c0_g1"	276.425888098117	-6.94228184273912	1.09829724165539	-6.32094990266525	2.59960300228287e-10	1.44304493187947e-09
"TRINITY_DN117_c0_g1"	4.79603068690285	2.08110084446614	2.46757073324534	0.843380421248992	0.399015718216262	0.4936089839901
"TRINITY_DN1180_c0_g1"	13.3009073411019	-0.302429348533919	0.548766446924737	-0.551107579970896	0.581559929580415	0.671196778809262
"TRINITY_DN1182_c0_g1"	12.2091617300119	0.16615553665378	0.569128690649127	0.291947215776925	0.770326982254996	0.833780100172539
"TRINITY_DN1183_c0_g1"	36.9484882432669	-2.05401856901181	0.352826442662168	-5.82161176331827	5.82828106445552e-09	2.89948321816534e-08
"TRINITY_DN1185_c0_g1"	4.34582668379781	-1.44830552851429	3.42237047308048	-0.423187828409083	0.672158226486204	0.750669235819933
"TRINITY_DN1186_c0_g1"	129.779268072384	0.177564227123382	0.14435254337664	1.23007342281519	0.218669611389884	0.29920627832967
"TRINITY_DN1187_c0_g1"	403.625891718378	0.667114873234665	0.106841608380728	6.24396134937816	4.26625456646847e-10	2.3336777115725e-09
"TRINITY_DN1188_c0_g1"	107.789204053696	0.0287720364041564	0.179515368070351	0.160276174198528	0.872663526468258	0.907208751245116
"TRINITY_DN1190_c0_g1"	131.985425188814	-0.458046267393691	0.210213301716781	-2.17895948378573	0.0293346781993051	0.0545668146364232
"TRINITY_DN1191_c0_g1"	5.80450264102171	-1.60811688913403	0.998964643565344	-1.60978358893124	0.107445109126448	0.166714601725008
"TRINITY_DN1192_c0_g1"	125.72791410555	-0.78179972833046	0.260092531947658	-3.00585227294336	0.00264837628958779	0.00632031893632707
"TRINITY_DN1193_c0_g1"	4.48848775514383	-5.08946089784705	1.8566262293694	-2.74124151503325	0.00612074988833204	0.0135767092324266
"TRINITY_DN1195_c0_g1"	10.9832371339806	-3.85686225422539	1.23150311199233	-3.13183313681258	0.00173718577003508	0.00430439106763419
"TRINITY_DN1196_c0_g1"	48.9779864345946	-0.619170545540612	0.246030782199277	-2.5166385279347	0.0118480313945526	0.0244790318216354
"TRINITY_DN1197_c0_g1"	12.696562017919	-1.6755532801985	3.37560949132894	-0.49637059159318	0.619632969759254	0.705262758759356
"TRINITY_DN1199_c0_g1"	11.1096873955865	0.0843162848323948	0.633342198454404	0.133129112568464	0.89409127156765	0.922407835639677
"TRINITY_DN11_c0_g1"	2.30726119101972	-1.92130062325592	1.9878841239529	-0.966505341083674	0.333791375603211	NA
"TRINITY_DN1200_c0_g1"	371.632909972786	0.22556640398081	0.203815942853963	1.10671619119821	0.26841665283021	0.351090788986858
"TRINITY_DN1202_c0_g1"	7.58838703631224	-1.56171180864691	0.900978899687712	-1.73335003648611	0.0830334723238593	0.133684904264695
"TRINITY_DN1203_c0_g1"	184.819668294023	0.502482094514851	0.150061745793847	3.34850225723188	0.000812496189588572	0.00215136494103764
"TRINITY_DN1205_c0_g1"	11.3821841550653	-1.41607845400494	0.647579958710281	-2.18672371644299	0.0287626991931706	0.0536220300242797
"TRINITY_DN1207_c0_g1"	9.57639086343945	0.69515457007005	2.84444820594852	0.244389955358052	0.806928820432661	0.861568750373636
"TRINITY_DN1208_c0_g1"	5.26696186727969	-0.537302236701599	1.01771615864442	-0.527949008314143	0.597534728189431	0.685416746726516
"TRINITY_DN1209_c0_g1"	22.4435911599558	-1.30732766920375	0.490597451584453	-2.66476653105628	0.00770417885331255	0.0166709359435244
"TRINITY_DN1211_c0_g1"	14.297648495464	-1.70615475762605	0.591306320738764	-2.88539915401956	0.0039091768067204	0.00902053948189141
"TRINITY_DN1212_c0_g1"	4.00935972918158	-3.88093374129047	1.78799722052176	-2.17054797219313	0.0299653585938089	0.0556163598602252
"TRINITY_DN1213_c0_g1"	175.102977448502	2.31440058856008	0.229439866646955	10.0871771866975	6.29538400694888e-24	7.0178051225004e-23
"TRINITY_DN1214_c0_g1"	4.96143723542794	-0.337111848948575	1.12009315618157	-0.30096768923917	0.763439133098995	0.828302529728467
"TRINITY_DN1215_c0_g1"	110.447565426924	0.924071557093865	0.160050658877136	5.7736192001761	7.75866733983532e-09	3.81792404601575e-08
"TRINITY_DN1216_c0_g1"	3.64006562463064	5.84336704832149	3.92420958998786	1.48905579947364	0.136472675736802	0.203066563459574
"TRINITY_DN1216_c0_g2"	2.12063276559934	1.86027914035086	1.70011320350694	1.09420898356271	0.273863332339122	NA
"TRINITY_DN1217_c0_g1"	32.1494781851775	2.50407257011744	0.350554209367005	7.14318214760289	9.11946507898498e-13	6.02427322764764e-12
"TRINITY_DN1218_c0_g1"	88.8457042318259	-0.32019843607004	0.305489544137895	-1.04814859367332	0.294570150667157	0.380316036461216
"TRINITY_DN1219_c0_g1"	73.573740817287	1.47778579509654	0.212910253034246	6.94088600260523	3.89648353316923e-12	2.48061678413582e-11
"TRINITY_DN121_c0_g1"	6.93924434916179	-0.736330708366928	1.03727467092938	-0.709870518391422	0.477784434079536	0.573320242945335
"TRINITY_DN1220_c0_g1"	13.5889671604811	-1.48267186944877	0.58106519879078	-2.55164458744779	0.0107215827300764	0.0224109286267474
"TRINITY_DN1221_c0_g1"	73.1024878432616	0.713713339958167	0.224788975891564	3.1750371081474	0.00149817340897458	0.00375405957845312
"TRINITY_DN1222_c0_g1"	1.91543504584949	-3.86144904398735	3.9227197725675	-0.98438054917697	0.324928438050397	NA
"TRINITY_DN1222_c0_g2"	5.63652497118596	-5.41807121979974	1.64368342875186	-3.29629849947078	0.000979678636774153	0.00254510591406466
"TRINITY_DN1223_c0_g1"	246.972524938264	-0.26521052720755	0.127557919775587	-2.0791380705654	0.0376046617936592	0.067738198727651
"TRINITY_DN1225_c0_g1"	110.505993803403	-1.73997122978347	0.195617745464862	-8.89475147384324	5.85501807809e-19	5.39395399573406e-18
"TRINITY_DN1227_c0_g1"	9.68678985336787	-1.27414752503064	0.792294621913196	-1.60817389111375	0.10779709965768	0.167117760654824
